epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,4.12423,0.67829,0.64407,1,0.63306,0.0910198,1.98e-05,1.98e-05
2,7.50732,0.57641,0.62712,1,0.64624,0.0810416,4.16345e-05,4.16345e-05
3,9.54313,0.5574,0.79661,1,0.55225,0.0710633,6.32947e-05,6.32947e-05
4,11.9086,0.51955,0.84746,1,0.4823,0.0610848,8.47807e-05,8.47807e-05
5,14.2893,0.49189,0.84746,1,0.43494,0.0511061,0.000106092,0.000106092
6,16.6028,0.4122,0.81356,1,0.41846,0.0411272,0.00012723,0.00012723
7,18.4753,0.40714,0.79661,1,0.39343,0.0311482,0.000148193,0.000148193
8,20.4265,0.41781,0.79661,1,0.37952,0.021169,0.000168982,0.000168982
9,22.8969,0.34244,0.83051,1,0.35522,0.0111896,0.000189597,0.000189597
10,25.1924,0.30343,0.83051,1,0.3468,0.00121004,0.000210038,0.000210038
11,27.3101,0.26708,0.81356,1,0.33972,0.000211288,0.000211288,0.000211288
12,29.2906,0.27971,0.79661,1,0.33081,0.000210417,0.000210417,0.000210417
13,31.5558,0.2441,0.81356,1,0.33228,0.000209546,0.000209546,0.000209546
14,33.6756,0.23416,0.86441,1,0.30542,0.000208674,0.000208674,0.000208674
15,36.0612,0.24165,0.89831,1,0.31885,0.000207803,0.000207803,0.000207803
16,38.8017,0.21252,0.88136,1,0.30774,0.000206932,0.000206932,0.000206932
17,40.8753,0.19276,0.88136,1,0.28687,0.000206061,0.000206061,0.000206061
18,42.8853,0.20118,0.91525,1,0.28558,0.00020519,0.00020519,0.00020519
19,45.1359,0.22263,0.89831,1,0.28644,0.000204318,0.000204318,0.000204318
20,47.1209,0.11615,0.88136,1,0.27826,0.000203447,0.000203447,0.000203447
21,48.9849,0.1586,0.88136,1,0.25,0.000202576,0.000202576,0.000202576
22,50.9883,0.153,0.88136,1,0.26813,0.000201705,0.000201705,0.000201705
23,52.9305,0.10698,0.88136,1,0.24463,0.000200834,0.000200834,0.000200834
24,54.9052,0.15801,0.89831,1,0.25458,0.000199962,0.000199962,0.000199962
25,56.8483,0.17512,0.88136,1,0.25653,0.000199091,0.000199091,0.000199091
26,58.8219,0.13332,0.89831,1,0.26288,0.00019822,0.00019822,0.00019822
27,60.808,0.12679,0.89831,1,0.26831,0.000197349,0.000197349,0.000197349
28,62.7868,0.1741,0.89831,1,0.263,0.000196478,0.000196478,0.000196478
29,64.7048,0.08649,0.89831,1,0.23798,0.000195606,0.000195606,0.000195606
30,66.6804,0.07264,0.88136,1,0.20123,0.000194735,0.000194735,0.000194735
31,68.6735,0.1681,0.89831,1,0.22357,0.000193864,0.000193864,0.000193864
32,70.5702,0.09632,0.89831,1,0.20245,0.000192993,0.000192993,0.000192993
33,72.5762,0.09966,0.91525,1,0.22771,0.000192122,0.000192122,0.000192122
34,74.9834,0.05101,0.9322,1,0.2785,0.00019125,0.00019125,0.00019125
35,77.3589,0.08919,0.9322,1,0.31372,0.000190379,0.000190379,0.000190379
36,79.7595,0.08138,0.9322,1,0.33899,0.000189508,0.000189508,0.000189508
37,82.0609,0.05003,0.89831,1,0.41547,0.000188637,0.000188637,0.000188637
38,84.0682,0.19191,0.9322,1,0.31888,0.000187766,0.000187766,0.000187766
39,87.51,0.05212,0.9322,1,0.31329,0.000186894,0.000186894,0.000186894
40,89.9621,0.1395,0.9322,1,0.28186,0.000186023,0.000186023,0.000186023
41,92.4029,0.03814,0.91525,1,0.27332,0.000185152,0.000185152,0.000185152
42,94.3545,0.06932,0.9322,1,0.27921,0.000184281,0.000184281,0.000184281
43,96.7589,0.08949,0.9322,1,0.23563,0.00018341,0.00018341,0.00018341
44,99.1196,0.11842,0.89831,1,0.27014,0.000182538,0.000182538,0.000182538
45,101.063,0.04476,0.9322,1,0.27783,0.000181667,0.000181667,0.000181667
46,103.51,0.04822,0.91525,1,0.29846,0.000180796,0.000180796,0.000180796
47,105.435,0.08125,0.91525,1,0.29382,0.000179925,0.000179925,0.000179925
48,107.424,0.07977,0.91525,1,0.30658,0.000179054,0.000179054,0.000179054
49,109.479,0.02777,0.9322,1,0.29825,0.000178182,0.000178182,0.000178182
50,111.843,0.09795,0.91525,1,0.2644,0.000177311,0.000177311,0.000177311
51,113.796,0.06033,0.91525,1,0.27063,0.00017644,0.00017644,0.00017644
52,115.788,0.06666,0.91525,1,0.2666,0.000175569,0.000175569,0.000175569
53,117.701,0.03804,0.91525,1,0.25452,0.000174698,0.000174698,0.000174698
54,119.691,0.03934,0.91525,1,0.30295,0.000173826,0.000173826,0.000173826
55,121.717,0.03847,0.9322,1,0.3139,0.000172955,0.000172955,0.000172955
56,124.124,0.03824,0.9322,1,0.30176,0.000172084,0.000172084,0.000172084
57,126.544,0.06927,0.9322,1,0.33334,0.000171213,0.000171213,0.000171213
58,128.983,0.02073,0.9322,1,0.29553,0.000170342,0.000170342,0.000170342
59,131.349,0.07624,0.9322,1,0.33777,0.00016947,0.00016947,0.00016947
60,133.731,0.03433,0.9322,1,0.32727,0.000168599,0.000168599,0.000168599
61,136.211,0.04533,0.9322,1,0.28912,0.000167728,0.000167728,0.000167728
62,138.679,0.0387,0.9322,1,0.29602,0.000166857,0.000166857,0.000166857
63,141.068,0.03631,0.9322,1,0.29797,0.000165986,0.000165986,0.000165986
64,143.536,0.03353,0.9322,1,0.29706,0.000165114,0.000165114,0.000165114
65,145.965,0.08516,0.9322,1,0.27313,0.000164243,0.000164243,0.000164243
66,148.317,0.07471,0.94915,1,0.23785,0.000163372,0.000163372,0.000163372
67,150.704,0.02112,0.9322,1,0.23437,0.000162501,0.000162501,0.000162501
68,152.746,0.02342,0.9322,1,0.24377,0.00016163,0.00016163,0.00016163
69,154.758,0.05307,0.9322,1,0.27472,0.000160758,0.000160758,0.000160758
70,156.752,0.03553,0.89831,1,0.36891,0.000159887,0.000159887,0.000159887
71,158.72,0.02528,0.89831,1,0.3855,0.000159016,0.000159016,0.000159016
72,160.784,0.03434,0.89831,1,0.42615,0.000158145,0.000158145,0.000158145
73,162.855,0.03029,0.89831,1,0.5296,0.000157274,0.000157274,0.000157274
74,165.026,0.05803,0.88136,1,0.53296,0.000156402,0.000156402,0.000156402
75,166.97,0.10848,0.89831,1,0.55008,0.000155531,0.000155531,0.000155531
76,169.025,0.0555,0.91525,1,0.44373,0.00015466,0.00015466,0.00015466
77,171.016,0.0262,0.91525,1,0.38184,0.000153789,0.000153789,0.000153789
78,173.081,0.0424,0.91525,1,0.38654,0.000152918,0.000152918,0.000152918
79,175.079,0.0392,0.91525,1,0.36353,0.000152046,0.000152046,0.000152046
80,177.167,0.0243,0.89831,1,0.33093,0.000151175,0.000151175,0.000151175
81,179.204,0.02991,0.89831,1,0.32013,0.000150304,0.000150304,0.000150304
82,181.242,0.04913,0.91525,1,0.28473,0.000149433,0.000149433,0.000149433
83,183.31,0.02511,0.89831,1,0.27435,0.000148562,0.000148562,0.000148562
84,185.268,0.02819,0.91525,1,0.27069,0.00014769,0.00014769,0.00014769
85,187.252,0.04958,0.91525,1,0.28528,0.000146819,0.000146819,0.000146819
86,189.291,0.02801,0.91525,1,0.32336,0.000145948,0.000145948,0.000145948
87,191.232,0.02161,0.91525,1,0.3364,0.000145077,0.000145077,0.000145077
88,193.296,0.0141,0.91525,1,0.38098,0.000144206,0.000144206,0.000144206
89,195.234,0.03293,0.91525,1,0.39288,0.000143334,0.000143334,0.000143334
90,197.229,0.051,0.91525,1,0.3595,0.000142463,0.000142463,0.000142463
91,199.242,0.01977,0.89831,1,0.35541,0.000141592,0.000141592,0.000141592
92,201.204,0.02491,0.89831,1,0.33551,0.000140721,0.000140721,0.000140721
93,203.125,0.03547,0.89831,1,0.35156,0.00013985,0.00013985,0.00013985
94,205.169,0.06061,0.91525,1,0.36859,0.000138978,0.000138978,0.000138978
95,207.214,0.03559,0.91525,1,0.31384,0.000138107,0.000138107,0.000138107
96,209.314,0.10648,0.91525,1,0.31293,0.000137236,0.000137236,0.000137236
97,211.299,0.04373,0.89831,1,0.3205,0.000136365,0.000136365,0.000136365
98,213.322,0.0341,0.88136,1,0.33191,0.000135494,0.000135494,0.000135494
99,215.313,0.01672,0.88136,1,0.35626,0.000134622,0.000134622,0.000134622
100,217.304,0.05826,0.86441,1,0.34534,0.000133751,0.000133751,0.000133751
101,219.215,0.02386,0.88136,1,0.33376,0.00013288,0.00013288,0.00013288
102,221.191,0.0195,0.88136,1,0.34473,0.000132009,0.000132009,0.000132009
103,223.175,0.04375,0.88136,1,0.33832,0.000131138,0.000131138,0.000131138
104,225.205,0.04641,0.86441,1,0.36084,0.000130266,0.000130266,0.000130266
105,227.153,0.03525,0.89831,1,0.3363,0.000129395,0.000129395,0.000129395
106,229.177,0.04098,0.89831,1,0.35706,0.000128524,0.000128524,0.000128524
107,231.155,0.0228,0.89831,1,0.33038,0.000127653,0.000127653,0.000127653
108,233.164,0.02333,0.91525,1,0.32489,0.000126782,0.000126782,0.000126782
109,235.124,0.05082,0.91525,1,0.31384,0.00012591,0.00012591,0.00012591
110,237.303,0.01403,0.9322,1,0.33185,0.000125039,0.000125039,0.000125039
111,239.323,0.02116,0.9322,1,0.33157,0.000124168,0.000124168,0.000124168
112,241.35,0.02646,0.91525,1,0.27856,0.000123297,0.000123297,0.000123297
113,243.283,0.01345,0.91525,1,0.3009,0.000122426,0.000122426,0.000122426
114,245.343,0.03131,0.89831,1,0.32025,0.000121554,0.000121554,0.000121554
115,247.323,0.0126,0.89831,1,0.39112,0.000120683,0.000120683,0.000120683
116,249.323,0.02378,0.89831,1,0.39282,0.000119812,0.000119812,0.000119812
117,251.274,0.07392,0.89831,1,0.3869,0.000118941,0.000118941,0.000118941
118,253.277,0.04833,0.91525,1,0.40845,0.00011807,0.00011807,0.00011807
119,255.251,0.02128,0.91525,1,0.42474,0.000117198,0.000117198,0.000117198
120,257.273,0.03962,0.91525,1,0.37946,0.000116327,0.000116327,0.000116327
121,259.205,0.02543,0.91525,1,0.32068,0.000115456,0.000115456,0.000115456
122,261.25,0.01547,0.91525,1,0.28125,0.000114585,0.000114585,0.000114585
123,263.317,0.06369,0.88136,1,0.32361,0.000113714,0.000113714,0.000113714
124,265.283,0.01094,0.89831,1,0.35535,0.000112842,0.000112842,0.000112842
125,267.42,0.01943,0.89831,1,0.33197,0.000111971,0.000111971,0.000111971
126,269.497,0.03448,0.89831,1,0.32355,0.0001111,0.0001111,0.0001111
127,271.525,0.02272,0.89831,1,0.34338,0.000110229,0.000110229,0.000110229
128,273.649,0.0359,0.89831,1,0.32269,0.000109358,0.000109358,0.000109358
129,275.687,0.03191,0.91525,1,0.30991,0.000108486,0.000108486,0.000108486
130,277.634,0.02081,0.89831,1,0.28613,0.000107615,0.000107615,0.000107615
131,279.517,0.02208,0.91525,1,0.31479,0.000106744,0.000106744,0.000106744
132,281.613,0.00811,0.89831,1,0.30347,0.000105873,0.000105873,0.000105873
133,283.612,0.04554,0.89831,1,0.28784,0.000105002,0.000105002,0.000105002
134,285.552,0.01952,0.89831,1,0.314,0.00010413,0.00010413,0.00010413
135,287.45,0.02352,0.91525,1,0.28406,0.000103259,0.000103259,0.000103259
136,289.503,0.02055,0.91525,1,0.32666,0.000102388,0.000102388,0.000102388
137,291.548,0.00672,0.91525,1,0.30304,0.000101517,0.000101517,0.000101517
138,293.607,0.0281,0.91525,1,0.34021,0.000100646,0.000100646,0.000100646
139,295.579,0.00561,0.9322,1,0.3291,9.97744e-05,9.97744e-05,9.97744e-05
140,297.638,0.01671,0.91525,1,0.33203,9.89032e-05,9.89032e-05,9.89032e-05
141,299.592,0.01737,0.9322,1,0.29266,9.8032e-05,9.8032e-05,9.8032e-05
142,301.626,0.02007,0.91525,1,0.29218,9.71608e-05,9.71608e-05,9.71608e-05
143,303.636,0.01063,0.91525,1,0.28851,9.62896e-05,9.62896e-05,9.62896e-05
144,305.863,0.01191,0.9322,1,0.30237,9.54184e-05,9.54184e-05,9.54184e-05
145,307.877,0.0086,0.9322,1,0.28943,9.45472e-05,9.45472e-05,9.45472e-05
146,309.966,0.01261,0.91525,1,0.26978,9.3676e-05,9.3676e-05,9.3676e-05
147,312.008,0.01494,0.9322,1,0.2739,9.28048e-05,9.28048e-05,9.28048e-05
148,314.076,0.01518,0.91525,1,0.2699,9.19336e-05,9.19336e-05,9.19336e-05
149,316.03,0.03225,0.9322,1,0.28297,9.10624e-05,9.10624e-05,9.10624e-05
150,318.051,0.03332,0.9322,1,0.26981,9.01912e-05,9.01912e-05,9.01912e-05
151,320.039,0.01158,0.9322,1,0.26356,8.932e-05,8.932e-05,8.932e-05
152,322.093,0.02023,0.9322,1,0.2735,8.84488e-05,8.84488e-05,8.84488e-05
153,324.047,0.0349,0.9322,1,0.26003,8.75776e-05,8.75776e-05,8.75776e-05
154,326.114,0.01046,0.91525,1,0.30103,8.67064e-05,8.67064e-05,8.67064e-05
155,328.141,0.01831,0.94915,1,0.25057,8.58352e-05,8.58352e-05,8.58352e-05
156,330.6,0.0232,0.94915,1,0.30991,8.4964e-05,8.4964e-05,8.4964e-05
157,333.235,0.03148,0.91525,1,0.3147,8.40928e-05,8.40928e-05,8.40928e-05
158,335.281,0.02626,0.91525,1,0.32214,8.32216e-05,8.32216e-05,8.32216e-05
159,337.406,0.03671,0.91525,1,0.30267,8.23504e-05,8.23504e-05,8.23504e-05
160,339.369,0.01684,0.91525,1,0.31067,8.14792e-05,8.14792e-05,8.14792e-05
161,341.492,0.01226,0.91525,1,0.31519,8.0608e-05,8.0608e-05,8.0608e-05
162,343.559,0.00698,0.91525,1,0.30873,7.97368e-05,7.97368e-05,7.97368e-05
163,345.492,0.00759,0.91525,1,0.28041,7.88656e-05,7.88656e-05,7.88656e-05
164,347.473,0.00815,0.91525,1,0.32001,7.79944e-05,7.79944e-05,7.79944e-05
165,349.462,0.00873,0.91525,1,0.27734,7.71232e-05,7.71232e-05,7.71232e-05
166,351.486,0.02353,0.9322,1,0.31772,7.6252e-05,7.6252e-05,7.6252e-05
167,353.663,0.00826,0.9322,1,0.3421,7.53808e-05,7.53808e-05,7.53808e-05
168,355.745,0.03143,0.9322,1,0.31726,7.45096e-05,7.45096e-05,7.45096e-05
169,357.828,0.01285,0.9322,1,0.35193,7.36384e-05,7.36384e-05,7.36384e-05
170,359.93,0.0224,0.9322,1,0.32782,7.27672e-05,7.27672e-05,7.27672e-05
171,361.972,0.01577,0.9322,1,0.30115,7.1896e-05,7.1896e-05,7.1896e-05
172,364.042,0.00437,0.9322,1,0.29822,7.10248e-05,7.10248e-05,7.10248e-05
173,366.106,0.01454,0.91525,1,0.34363,7.01536e-05,7.01536e-05,7.01536e-05
174,368.125,0.01743,0.91525,1,0.35339,6.92824e-05,6.92824e-05,6.92824e-05
175,370.179,0.04947,0.91525,1,0.32025,6.84112e-05,6.84112e-05,6.84112e-05
176,372.453,0.01774,0.91525,1,0.30811,6.754e-05,6.754e-05,6.754e-05
177,374.411,0.02512,0.91525,1,0.32343,6.66688e-05,6.66688e-05,6.66688e-05
178,376.439,0.01197,0.9322,1,0.32553,6.57976e-05,6.57976e-05,6.57976e-05
179,378.444,0.01663,0.9322,1,0.32954,6.49264e-05,6.49264e-05,6.49264e-05
180,380.52,0.01918,0.9322,1,0.30017,6.40552e-05,6.40552e-05,6.40552e-05
181,382.374,0.00857,0.9322,1,0.28577,6.3184e-05,6.3184e-05,6.3184e-05
182,384.368,0.01162,0.9322,1,0.28967,6.23128e-05,6.23128e-05,6.23128e-05
183,387.465,0.01446,0.9322,1,0.27699,6.14416e-05,6.14416e-05,6.14416e-05
184,389.506,0.00561,0.9322,1,0.31317,6.05704e-05,6.05704e-05,6.05704e-05
185,391.55,0.02025,0.9322,1,0.30176,5.96992e-05,5.96992e-05,5.96992e-05
186,393.576,0.00663,0.9322,1,0.31396,5.8828e-05,5.8828e-05,5.8828e-05
187,395.566,0.02152,0.9322,1,0.31403,5.79568e-05,5.79568e-05,5.79568e-05
188,397.53,0.02873,0.91525,1,0.33159,5.70856e-05,5.70856e-05,5.70856e-05
189,399.564,0.02092,0.91525,1,0.31805,5.62144e-05,5.62144e-05,5.62144e-05
190,401.597,0.00702,0.9322,1,0.29633,5.53432e-05,5.53432e-05,5.53432e-05
191,403.603,0.00625,0.9322,1,0.34277,5.4472e-05,5.4472e-05,5.4472e-05
192,405.779,0.013,0.9322,1,0.31042,5.36008e-05,5.36008e-05,5.36008e-05
193,407.804,0.02667,0.9322,1,0.33304,5.27296e-05,5.27296e-05,5.27296e-05
194,409.888,0.00612,0.91525,1,0.30948,5.18584e-05,5.18584e-05,5.18584e-05
195,411.88,0.00741,0.91525,1,0.32629,5.09872e-05,5.09872e-05,5.09872e-05
196,413.94,0.02309,0.91525,1,0.37302,5.0116e-05,5.0116e-05,5.0116e-05
197,415.914,0.00845,0.89831,1,0.32846,4.92448e-05,4.92448e-05,4.92448e-05
198,418.026,0.00563,0.89831,1,0.35358,4.83736e-05,4.83736e-05,4.83736e-05
199,420.005,0.04456,0.89831,1,0.40417,4.75024e-05,4.75024e-05,4.75024e-05
200,422.011,0.01108,0.9322,1,0.36804,4.66312e-05,4.66312e-05,4.66312e-05
201,423.969,0.03056,0.91525,1,0.32434,4.576e-05,4.576e-05,4.576e-05
202,426.014,0.02895,0.91525,1,0.35681,4.48888e-05,4.48888e-05,4.48888e-05
203,428.081,0.01098,0.91525,1,0.31448,4.40176e-05,4.40176e-05,4.40176e-05
204,430.139,0.01888,0.9322,1,0.3363,4.31464e-05,4.31464e-05,4.31464e-05
205,432.054,0.00663,0.9322,1,0.32745,4.22752e-05,4.22752e-05,4.22752e-05
206,434.052,0.01446,0.91525,1,0.29779,4.1404e-05,4.1404e-05,4.1404e-05
207,436.177,0.00653,0.9322,1,0.31268,4.05328e-05,4.05328e-05,4.05328e-05
208,438.242,0.01255,0.9322,1,0.28619,3.96616e-05,3.96616e-05,3.96616e-05
209,440.318,0.02605,0.94915,1,0.30634,3.87904e-05,3.87904e-05,3.87904e-05
210,442.692,0.03005,0.9661,1,0.29532,3.79192e-05,3.79192e-05,3.79192e-05
211,445.019,0.01529,0.9661,1,0.27386,3.7048e-05,3.7048e-05,3.7048e-05
212,447.516,0.00752,0.9322,1,0.27869,3.61768e-05,3.61768e-05,3.61768e-05
213,449.531,0.00323,0.9322,1,0.27942,3.53056e-05,3.53056e-05,3.53056e-05
214,451.592,0.0057,0.94915,1,0.27637,3.44344e-05,3.44344e-05,3.44344e-05
215,453.553,0.02516,0.9661,1,0.25604,3.35632e-05,3.35632e-05,3.35632e-05
216,456.19,0.0194,0.9322,1,0.27051,3.2692e-05,3.2692e-05,3.2692e-05
217,458.204,0.00429,0.9322,1,0.27277,3.18208e-05,3.18208e-05,3.18208e-05
218,460.197,0.00914,0.94915,1,0.27168,3.09496e-05,3.09496e-05,3.09496e-05
219,462.188,0.05456,0.9322,1,0.29321,3.00784e-05,3.00784e-05,3.00784e-05
220,464.299,0.00492,0.9322,1,0.28925,2.92072e-05,2.92072e-05,2.92072e-05
221,466.295,0.00528,0.94915,1,0.28235,2.8336e-05,2.8336e-05,2.8336e-05
222,468.437,0.00678,0.9322,1,0.29443,2.74648e-05,2.74648e-05,2.74648e-05
223,470.408,0.01425,0.9322,1,0.29578,2.65936e-05,2.65936e-05,2.65936e-05
224,472.489,0.00726,0.9322,1,0.28186,2.57224e-05,2.57224e-05,2.57224e-05
225,474.591,0.0049,0.9322,1,0.32973,2.48512e-05,2.48512e-05,2.48512e-05
226,476.547,0.01607,0.94915,1,0.29907,2.398e-05,2.398e-05,2.398e-05
227,478.539,0.01636,0.9322,1,0.32153,2.31088e-05,2.31088e-05,2.31088e-05
228,480.713,0.00462,0.94915,1,0.28387,2.22376e-05,2.22376e-05,2.22376e-05
229,482.702,0.00595,0.94915,1,0.28824,2.13664e-05,2.13664e-05,2.13664e-05
230,484.788,0.00988,0.9322,1,0.2901,2.04952e-05,2.04952e-05,2.04952e-05
231,486.848,0.0063,0.94915,1,0.315,1.9624e-05,1.9624e-05,1.9624e-05
232,488.904,0.01555,0.9322,1,0.31531,1.87528e-05,1.87528e-05,1.87528e-05
233,490.883,0.01742,0.9322,1,0.29578,1.78816e-05,1.78816e-05,1.78816e-05
234,492.881,0.01723,0.91525,1,0.30646,1.70104e-05,1.70104e-05,1.70104e-05
235,494.947,0.0033,0.9322,1,0.28049,1.61392e-05,1.61392e-05,1.61392e-05
236,496.95,0.00499,0.9322,1,0.3246,1.5268e-05,1.5268e-05,1.5268e-05
237,498.983,0.00679,0.94915,1,0.27737,1.43968e-05,1.43968e-05,1.43968e-05
238,501.02,0.00471,0.94915,1,0.29074,1.35256e-05,1.35256e-05,1.35256e-05
239,502.998,0.00262,0.94915,1,0.30426,1.26544e-05,1.26544e-05,1.26544e-05
240,505.066,0.00963,0.94915,1,0.27972,1.17832e-05,1.17832e-05,1.17832e-05
241,509.271,0.01852,0.9322,1,0.32159,1.0912e-05,1.0912e-05,1.0912e-05
242,511.391,0.00686,0.9322,1,0.28436,1.00408e-05,1.00408e-05,1.00408e-05
243,513.471,0.00827,0.94915,1,0.26413,9.1696e-06,9.1696e-06,9.1696e-06
244,515.546,0.0094,0.94915,1,0.25415,8.2984e-06,8.2984e-06,8.2984e-06
245,517.517,0.00715,0.9322,1,0.28796,7.4272e-06,7.4272e-06,7.4272e-06
246,519.582,0.02233,0.9322,1,0.29169,6.556e-06,6.556e-06,6.556e-06
247,521.578,0.02197,0.94915,1,0.27899,5.6848e-06,5.6848e-06,5.6848e-06
248,523.656,0.00408,0.9322,1,0.30469,4.8136e-06,4.8136e-06,4.8136e-06
249,525.835,0.00747,0.9322,1,0.33173,3.9424e-06,3.9424e-06,3.9424e-06
250,527.804,0.00196,0.9322,1,0.28996,3.0712e-06,3.0712e-06,3.0712e-06
